State,Agency,AgencyID,OrgType,Mode,EmployType,VOMs,vehicleOperationsHours,VehicleMaintHours,nonVehicleMaintHours,GeneralAdminHours,TotalOperatingHours,CapitalHours,VehicleOperationsCount,VehicleMaintCount,NonVehicleCount,GeneralAdminCount,TotalOperatingCount,CapitalCount
AL,"City of Huntsville, Alabama - Public Transportation Division",4071,B,MB,PT,13,"14,356","1,683",0,"1,384","17,423",0,17.4 ,1.4 ,0.0 ,0.8 ,19.6 ,0.0 
,,,Total,,,27,"80,522","6,608",168,"7,324","94,622",0,48.1 ,4.2 ,0.2 ,4.4 ,56.9 ,0.0 
AL, Lee-Russell Council of Governments (LRCOG),4073,A,DR,FT,12,"13,272",683,0,883,"14,838",0,7.0 ,0.4 ,0.0 ,0.5 ,7.9 ,0.0 
AL, Lee-Russell Council of Governments (LRCOG),4073,A,DR,PT,12,"8,311",248,0,304,"8,863",0,11.0 ,2.0 ,0.0 ,1.0 ,14.0 ,0.0 
AL, Lee-Russell Council of Governments (LRCOG),4073,A,MB,FT,2,"8,969",683,0,883,"10,535",0,6.4 ,0.4 ,0.0 ,0.5 ,7.3 ,0.0 
AL, Lee-Russell Council of Governments (LRCOG),4073,A,MB,PT,2,596,248,0,304,"1,148",0,1.0 ,2.0 ,0.0 ,1.0 ,4.0 ,0.0 
,,,Total,,,14,"31,148","1,862",0,"2,374","35,384",0,25.4 ,4.8 ,0.0 ,3.0 ,33.2 ,0.0 
AL,Montgomery Area Transit System (MATS),4044,A,DR,FT,11,"47,134","8,226",591,"4,086","60,037",0,19.6 ,4.0 ,0.3 ,2.1 ,26.0 ,0.0 
AL,Montgomery Area Transit System (MATS),4044,A,DR,PT,11,"1,704",0,0,0,"1,704",0,2.4 ,0.0 ,0.0 ,0.0 ,2.4 ,0.0 
AL,Montgomery Area Transit System (MATS),4044,A,MB,FT,25,"106,560","18,701","1,345","10,192","136,798",0,44.4 ,9.0 ,0.7 ,4.9 ,59.0 ,0.0 
AL,Montgomery Area Transit System (MATS),4044,A,MB,PT,25,"3,873",0,0,0,"3,873",0,5.6 ,0.0 ,0.0 ,0.0 ,5.6 ,0.0 
,,,Total,,,36,"159,271","26,927","1,936","14,278","202,412",0,72.0 ,13.0 ,1.0 ,7.0 ,93.0 ,0.0 
AL,Morgan County Area Transportation System (MCATS),4111,A,DR,FT,26,"18,720","2,080",0,0,"20,800",0,9.0 ,1.0 ,0.0 ,0.0 ,10.0 ,0.0 
AL,Morgan County Area Transportation System (MCATS),4111,A,DR,PT,26,"24,960",0,0,"5,160","30,120",0,16.0 ,0.0 ,0.0 ,4.0 ,20.0 ,0.0 
,,,Total,,,26,"43,680","2,080",0,"5,160","50,920",0,25.0 ,1.0 ,0.0 ,4.0 ,30.0 ,0.0 
AL,Northwest Alabama Council of Local Governments (NACOLG),4068,A,DR,FT,54,"9,052",0,0,"7,002","16,054",0,5.0 ,0.0 ,0.0 ,4.0 ,9.0 ,0.0 
AL,Northwest Alabama Council of Local Governments (NACOLG),4068,A,DR,PT,54,"42,665",0,0,424,"43,089",0,56.0 ,0.0 ,0.0 ,1.0 ,57.0 ,0.0 
,,,Total,,,54,"51,717",0,0,"7,426","59,143",0,61.0 ,0.0 ,0.0 ,5.0 ,66.0 ,0.0 
AL,The Wave Transit System (WTS),4043,A,DR,FT,23,"54,073","7,450","1,808","14,159","77,490",0,22.0 ,4.0 ,1.0 ,7.0 ,34.0 ,0.0 
AL,The Wave Transit System (WTS),4043,A,DR,PT,23,"4,504",486,0,0,"4,990",0,7.5 ,0.5 ,0.0 ,0.0 ,8.0 ,0.0 
AL,The Wave Transit System (WTS),4043,A,MB,FT,24,"116,964","20,041","5,537","21,553","164,095",0,56.0 ,8.5 ,2.5 ,10.0 ,77.0 ,0.0 
AL,The Wave Transit System (WTS),4043,A,MB,PT,24,"6,488",0,"1,456","1,557","9,501",0,5.0 ,0.0 ,1.0 ,1.0 ,7.0 ,0.0 
,,,Total,,,47,"182,029","27,977","8,801","37,269","256,076",0,90.5 ,13.0 ,4.5 ,18.0 ,126.0 ,0.0 
AL,Tuscaloosa County Parking and Transit Authority (TMT),4045,A,DR,FT,5,"12,480","2,660",0,"2,780","17,920",0,6.0 ,1.5 ,0.0 ,1.5 ,9.0 ,0.0 
AL,Tuscaloosa County Parking and Transit Authority (TMT),4045,A,DR,PT,5,160,780,0,0,940,0,2.0 ,3.0 ,0.0 ,0.0 ,5.0 ,0.0 
AL,Tuscaloosa County Parking and Transit Authority (TMT),4045,A,MB,FT,9,"24,960","3,120",0,"5,180","33,260",0,12.0 ,1.5 ,0.0 ,3.0 ,16.5 ,0.0 
AL,Tuscaloosa County Parking and Transit Authority (TMT),4045,A,MB,PT,9,"2,700","2,644",156,0,"5,500",0,9.0 ,6.0 ,1.0 ,0.0 ,16.0 ,0.0 
,,,Total,,,14,"40,300","9,204",156,"7,960","57,620",0,29.0 ,12.0 ,1.0 ,4.5 ,46.5 ,0.0 
AL,Wiregrass Transit Authority,4103,A,DR,FT,14,"32,095",0,0,"4,581","36,676",0,20.0 ,0.0 ,0.0 ,2.3 ,22.3 ,0.0 
AL,Wiregrass Transit Authority,4103,A,DR,PT,14,"8,961",0,0,"1,140","10,101",0,13.0 ,0.0 ,0.0 ,1.0 ,14.0 ,0.0 
,,,Total,,,14,"41,056",0,0,"5,721","46,777",0,33.0 ,0.0 ,0.0 ,3.3 ,36.3 ,0.0 
AR,Central Arkansas Transit Authority (CATA),6033,A,DR,FT,15,"37,457","1,957",0,"4,268","43,682",0,20.0 ,1.0 ,0.0 ,2.0 ,23.0 ,0.0 
AR,Central Arkansas Transit Authority (CATA),6033,A,DR,PT,15,0,0,0,0,0,0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
AR,Central Arkansas Transit Authority (CATA),6033,A,LR,FT,2,"11,856","2,286",0,733,"14,875",0,5.6 ,1.3 ,0.0 ,0.4 ,7.3 ,0.0 
AR,Central Arkansas Transit Authority (CATA),6033,A,LR,PT,2,"1,848",0,0,0,"1,848",0,1.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 
AR,Central Arkansas Transit Authority (CATA),6033,A,MB,FT,46,"206,790","57,024",0,"22,638","286,452","1,960",96.0 ,26.7 ,0.0 ,11.0 ,133.7 ,1.0 
AR,Central Arkansas Transit Authority (CATA),6033,A,MB,PT,46,0,0,0,"2,950","2,950",0,0.0 ,0.0 ,0.0 ,2.0 ,2.0 ,0.0 
,,,Total,,,63,"257,951","61,267",0,"30,589","349,807","1,960",122.6 ,29.0 ,0.0 ,15.4 ,167.0 ,1.0 
AR,Fort Smith Transit (FST),6086,A,DR,FT,4,"16,708","3,533",0,"3,256","23,497",0,9.0 ,2.0 ,0.0 ,2.0 ,13.0 ,0.0 
AR,Fort Smith Transit (FST),6086,A,DR,PT,4,"2,438",0,0,0,"2,438",0,2.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 
AR,Fort Smith Transit (FST),6086,A,MB,FT,10,"26,132","5,525",0,"5,093","36,750",0,15.0 ,3.0 ,0.0 ,3.0 ,21.0 ,0.0 
AR,Fort Smith Transit (FST),6086,A,MB,PT,10,"3,813",0,0,0,"3,813",0,2.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 
,,,Total,,,14,"49,091","9,058",0,"8,349","66,498",0,28.0 ,5.0 ,0.0 ,5.0 ,38.0 ,0.0 
AR,Ozark Regional Transit (ORT),6072,A,DR,FT,11,"28,931","2,504",0,"4,950","36,385",0,17.0 ,1.0 ,0.0 ,2.0 ,20.0 ,0.0 
AR,Ozark Regional Transit (ORT),6072,A,DR,PT,11,"2,836",500,490,862,"4,688",0,1.5 ,0.5 ,0.5 ,0.5 ,3.0 ,0.0 
AR,Ozark Regional Transit (ORT),6072,A,MB,FT,9,"37,818","2,204",0,"4,550","44,572",0,20.0 ,1.0 ,0.0 ,2.0 ,23.0 ,0.0 
AR,Ozark Regional Transit (ORT),6072,A,MB,PT,9,"2,836",800,490,862,"4,988",0,1.5 ,0.5 ,0.5 ,0.5 ,3.0 ,0.0 
,,,Total,,,20,"72,421","6,008",980,"11,224","90,633",0,40.0 ,3.0 ,1.0 ,5.0 ,49.0 ,0.0 
AR,"University of Arkansas, Fayetteville (Razorback Transit)",6062,A,DR,FT,4,"8,950","1,899",0,"3,705","14,554",0,4.3 ,1.0 ,0.0 ,1.8 ,7.1 ,0.0 
AR,"University of Arkansas, Fayetteville (Razorback Transit)",6062,A,DR,PT,4,"2,010",12,0,0,"2,022",0,2.0 ,0.1 ,0.0 ,0.0 ,2.1 ,0.0 
AR,"University of Arkansas, Fayetteville (Razorback Transit)",6062,A,MB,FT,14,"39,940","8,564",0,"7,810","56,314",0,19.2 ,4.1 ,0.0 ,4.7 ,28.0 ,0.0 
AR,"University of Arkansas, Fayetteville (Razorback Transit)",6062,A,MB,PT,14,"9,705",540,0,540,"10,785",0,12.6 ,0.7 ,0.0 ,0.7 ,14.0 ,0.0 
,,,Total,,,18,"60,605","11,015",0,"12,055","83,675",0,38.1 ,5.9 ,0.0 ,7.2 ,51.2 ,0.0 
AZ,City of Glendale Transit,9034,B,DR,FT,13,"55,331","2,461",0,"1,040","58,832",0,33.5 ,1.5 ,0.0 ,0.5 ,35.5 ,0.0 
AZ,City of Glendale Transit,9034,B,DR,PT,13,"15,226",0,0,0,"15,226",0,15.0 ,0.0 ,0.0 ,0.0 ,15.0 ,0.0 
AZ,City of Glendale Transit,9034,B,MB,FT,6,"10,344","1,152",0,680,"12,176",0,6.0 ,0.6 ,0.0 ,0.3 ,6.9 ,0.0 
AZ,City of Glendale Transit,9034,B,MB,PT,6,"10,215",0,0,0,"10,215",0,11.0 ,0.0 ,0.0 ,0.0 ,11.0 ,0.0 
,,,Total,,,19,"91,116","3,613",0,"1,720","96,449",0,65.5 ,2.1 ,0.0 ,0.8 ,68.4 ,0.0 
AZ,City of Tucson (COT),9033,A,DR,FT,94,"335,233",0,"11,351","28,658","375,242",0,148.0 ,0.0 ,5.0 ,14.0 ,167.0 ,0.0 
AZ,City of Tucson (COT),9033,A,DR,PT,94,"109,634",0,0,0,"109,634",0,77.0 ,0.0 ,0.0 ,0.0 ,77.0 ,0.0 
AZ,City of Tucson (COT),9033,A,MB,FT,155,"706,030","180,665","15,210","128,795","1,030,700",0,381.0 ,97.0 ,7.0 ,68.0 ,553.0 ,0.0 
AZ,City of Tucson (COT),9033,A,MB,PT,155,0,0,0,0,0,0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
,,,Total,,,249,"1,150,897","180,665","26,561","157,453","1,515,576",0,606.0 ,97.0 ,12.0 ,82.0 ,797.0 ,0.0 
AZ,Coconino County Transportation Services (Mountain Line/VanGo),9180,A,DR,FT,6,"17,313",632,0,"2,104","20,049",0,9.0 ,0.3 ,0.0 ,1.0 ,10.3 ,0.0 
AZ,Coconino County Transportation Services (Mountain Line/VanGo),9180,A,DR,PT,6,"1,434",0,0,"2,211","3,645",0,2.0 ,0.0 ,0.0 ,1.5 ,3.5 ,0.0 
AZ,Coconino County Transportation Services (Mountain Line/VanGo),9180,A,MB,FT,8,"55,504","4,785",0,"2,088","62,377",0,35.0 ,2.7 ,0.0 ,1.0 ,38.7 ,0.0 
AZ,Coconino County Transportation Services (Mountain Line/VanGo),9180,A,MB,PT,8,"4,447","2,119",0,"8,671","15,237",0,13.0 ,2.5 ,0.0 ,6.0 ,21.5 ,0.0 
,,,Total,,,14,"78,698","7,536",0,"15,074","101,308",0,59.0 ,5.5 ,0.0 ,9.5 ,74.0 ,0.0 
AZ,Maricopa County Special Transportation Services (MCHSD),9132,A,DR,FT,38,"100,310",0,0,"6,511","106,821",0,56.0 ,0.0 ,0.0 ,4.0 ,60.0 ,0.0 
AZ,Maricopa County Special Transportation Services (MCHSD),9132,A,DR,PT,38,0,0,0,0,0,0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
,,,Total,,,38,"100,310",0,0,"6,511","106,821",0,56.0 ,0.0 ,0.0 ,4.0 ,60.0 ,0.0 
AZ,Peoria Transit,9140,A,DR,FT,8,"9,630",0,0,"6,240","15,870",0,4.5 ,0.0 ,0.0 ,3.0 ,7.5 ,0.0 
AZ,Peoria Transit,9140,A,DR,PT,8,"3,900",0,0,"1,040","4,940",0,2.5 ,0.0 ,0.0 ,0.5 ,3.0 ,0.0 
,,,Total,,,8,"13,530",0,0,"7,280","20,810",0,7.0 ,0.0 ,0.0 ,3.5 ,10.5 ,0.0 
AZ,"Phoenix - VPSI, Inc.",9169,D,VP,FT,313,0,0,0,"5,840","5,840",0,0.0 ,0.0 ,0.0 ,3.0 ,3.0 ,0.0 
AZ,"Phoenix - VPSI, Inc.",9169,D,VP,PT,313,0,0,0,0,0,0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
,,,Total,,,313,0,0,0,"5,840","5,840",0,0.0 ,0.0 ,0.0 ,3.0 ,3.0 ,0.0 
AZ,"Sun Cities Area Transit System, Inc. (SCAT)",9135,E,DR,FT,13,"14,342",0,0,"1,986","16,328",0,7.0 ,0.0 ,0.0 ,1.0 ,8.0 ,0.0 
AZ,"Sun Cities Area Transit System, Inc. (SCAT)",9135,E,DR,PT,13,"17,847",0,0,"2,024","19,871",0,19.0 ,0.0 ,0.0 ,2.0 ,21.0 ,0.0 
,,,Total,,,13,"32,189",0,0,"4,010","36,199",0,26.0 ,0.0 ,0.0 ,3.0 ,29.0 ,0.0 
AZ,Surprise Dial-A-Ride Transit System,9137,A,DR,FT,6,"12,480",52,0,"2,080","14,612",0,6.0 ,0.0 ,0.0 ,1.0 ,7.0 ,0.0 
AZ,Surprise Dial-A-Ride Transit System,9137,A,DR,PT,6,0,0,0,0,0,0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
,,,Total,,,6,"12,480",52,0,"2,080","14,612",0,6.0 ,0.0 ,0.0 ,1.0 ,7.0 ,0.0 
CA,Alameda-Contra Costa Transit District (AC Transit),9014,B,MB,FT,528,"2,492,120","701,297","111,827","450,959","3,756,203","1,760","1,462.0 ",403.0 ,50.0 ,286.0 ,"2,201.0 ",1.0 
CA,Alameda-Contra Costa Transit District (AC Transit),9014,B,MB,PT,528,0,0,0,"20,688","20,688",0,0.0 ,0.0 ,0.0 ,10.0 ,10.0 ,0.0 
,,,Total,,,528,"2,492,120","701,297","111,827","471,647","3,776,891","1,760","1,462.0 ",403.0 ,50.0 ,296.0 ,"2,211.0 ",1.0 
CA,Central Contra Costa Transit Authority (County Connection),9078,B,MB,FT,106,"354,024","61,517","9,610","70,726","495,877",0,184.0 ,31.0 ,5.0 ,38.0 ,258.0 ,0.0 
CA,Central Contra Costa Transit Authority (County Connection),9078,B,MB,PT,106,"24,000",0,0,"8,500","32,500",0,16.0 ,0.0 ,0.0 ,6.0 ,22.0 ,0.0 
,,,Total,,,106,"378,024","61,517","9,610","79,226","528,377",0,200.0 ,31.0 ,5.0 ,44.0 ,280.0 ,0.0 
CA,City of Commerce Municipal Buslines (CBL),9043,A,DR,FT,5,"5,375",0,0,565,"5,940",0,2.4 ,0.0 ,0.0 ,0.3 ,2.7 ,0.0 
CA,City of Commerce Municipal Buslines (CBL),9043,A,DR,PT,5,"3,812",531,0,0,"4,343",0,3.0 ,0.3 ,0.0 ,0.0 ,3.3 ,0.0 
CA,City of Commerce Municipal Buslines (CBL),9043,A,MB,FT,6,"18,677","4,005",0,"2,939","25,621",0,10.4 ,2.5 ,0.0 ,1.6 ,14.5 ,0.0 
CA,City of Commerce Municipal Buslines (CBL),9043,A,MB,PT,6,"5,034","3,718",0,0,"8,752",0,9.8 ,4.5 ,0.0 ,0.0 ,14.3 ,0.0 
,,,Total,,,11,"32,898","8,254",0,"3,504","44,656",0,25.6 ,7.3 ,0.0 ,1.9 ,34.8 ,0.0 
CA,City of Gardena Transportation Department (GMBL),9042,B,MB,FT,41,"91,746","32,253",0,"15,712","139,711",0,49.0 ,14.0 ,0.0 ,9.0 ,72.0 ,0.0 
CA,City of Gardena Transportation Department (GMBL),9042,B,MB,PT,41,"34,549","4,706",0,281,"39,536",0,23.0 ,3.0 ,0.0 ,1.0 ,27.0 ,0.0 
,,,Total,,,41,"126,295","36,959",0,"15,993","179,247",0,72.0 ,17.0 ,0.0 ,10.0 ,99.0 ,0.0 
CA,City of Riverside Special Transportation (City of Riverside),9086,A,DR,FT,21,"33,560",0,0,"7,870","41,430",0,17.0 ,0.0 ,0.0 ,4.0 ,21.0 ,0.0 
CA,City of Riverside Special Transportation (City of Riverside),9086,A,DR,PT,21,"17,680",0,0,0,"17,680",0,14.5 ,0.0 ,0.0 ,0.0 ,14.5 ,0.0 
,,,Total,,,21,"51,240",0,0,"7,870","59,110",0,31.5 ,0.0 ,0.0 ,4.0 ,35.5 ,0.0 
CA,City of Santa Rosa (Santa Rosa CityBus),9017,B,MB,FT,24,"101,831","6,410","1,303","13,077","122,621",0,49.0 ,3.0 ,1.0 ,6.0 ,59.0 ,0.0 
CA,City of Santa Rosa (Santa Rosa CityBus),9017,B,MB,PT,24,"35,360",0,0,0,"35,360",0,17.0 ,0.0 ,0.0 ,0.0 ,17.0 ,0.0 
,,,Total,,,24,"137,191","6,410","1,303","13,077","157,981",0,66.0 ,3.0 ,1.0 ,6.0 ,76.0 ,0.0 
CA,Culver City Municipal Bus Lines (CityBus),9039,A,MB,FT,33,"117,560","27,760",0,"28,523","173,843",0,66.0 ,15.0 ,0.0 ,15.0 ,96.0 ,0.0 
CA,Culver City Municipal Bus Lines (CityBus),9039,A,MB,PT,33,"33,208",0,0,0,"33,208",0,19.0 ,0.0 ,0.0 ,0.0 ,19.0 ,0.0 
,,,Total,,,33,"150,768","27,760",0,"28,523","207,051",0,85.0 ,15.0 ,0.0 ,15.0 ,115.0 ,0.0 
CA,Fresno Area Express (FAX),9027,B,MB,FT,91,"430,065","99,078","11,062","31,873","572,078",0,240.0 ,55.0 ,6.0 ,18.0 ,319.0 ,0.0 
CA,Fresno Area Express (FAX),9027,B,MB,PT,91,"33,037","5,290",0,"3,486","41,813",0,27.0 ,6.0 ,0.0 ,2.0 ,35.0 ,0.0 
,,,Total,,,91,"463,102","104,368","11,062","35,359","613,891",0,267.0 ,61.0 ,6.0 ,20.0 ,354.0 ,0.0 
CA,Gold Coast Transit (SCAT),9035,B,MB,FT,39,"165,062","31,481",0,"24,693","221,236",0,86.0 ,18.0 ,0.0 ,15.0 ,119.0 ,0.0 
CA,Gold Coast Transit (SCAT),9035,B,MB,PT,39,"9,019",652,0,0,"9,671",0,16.0 ,1.0 ,0.0 ,0.0 ,17.0 ,0.0 
,,,Total,,,39,"174,081","32,133",0,"24,693","230,907",0,102.0 ,19.0 ,0.0 ,15.0 ,136.0 ,0.0 
CA,Golden Empire Transit District (GET),9004,A,DR,FT,12,"3,328","2,042",0,0,"5,370",0,2.0 ,1.0 ,0.0 ,0.0 ,3.0 ,0.0 
CA,Golden Empire Transit District (GET),9004,A,DR,PT,12,"29,637",0,0,0,"29,637",0,15.0 ,0.0 ,0.0 ,0.0 ,15.0 ,0.0 
CA,Golden Empire Transit District (GET),9004,A,MB,FT,67,"167,152","73,867","11,926","37,063","290,008",0,82.0 ,34.0 ,5.0 ,20.0 ,141.0 ,0.0 
CA,Golden Empire Transit District (GET),9004,A,MB,PT,67,"181,202",0,0,"7,172","188,374",0,85.0 ,0.0 ,0.0 ,5.0 ,90.0 ,0.0 
,,,Total,,,79,"381,319","75,909","11,926","44,235","513,389",0,184.0 ,35.0 ,5.0 ,25.0 ,249.0 ,0.0 
CA,"Golden Gate Bridge, Highway and Transportation District (GGBHTD)",9016,B,FB,FT,4,"96,078","18,185","5,310","55,966","175,539","1,840",53.4 ,9.5 ,2.5 ,31.1 ,96.5 ,1.3 
CA,"Golden Gate Bridge, Highway and Transportation District (GGBHTD)",9016,B,FB,PT,4,"36,187",0,0,0,"36,187",0,113.0 ,0.0 ,0.0 ,0.0 ,113.0 ,0.0 
CA,"Golden Gate Bridge, Highway and Transportation District (GGBHTD)",9016,B,MB,FT,160,"662,029","103,659","22,249","132,988","920,925","1,129",301.0 ,57.6 ,12.4 ,73.9 ,444.9 ,0.6 
CA,"Golden Gate Bridge, Highway and Transportation District (GGBHTD)",9016,B,MB,PT,160,"13,256",0,0,0,"13,256",0,11.0 ,0.0 ,0.0 ,0.0 ,11.0 ,0.0 
,,,Total,,,164,"807,550","121,844","27,559","188,954","1,145,907","2,969",478.4 ,67.1 ,14.9 ,105.0 ,665.4 ,1.9 
CA,Laguna Beach Municipal Transit (CLB),9119,A,MB,FT,15,"5,436","4,446",0,537,"10,419",0,2.7 ,3.1 ,0.0 ,0.3 ,6.1 ,0.0 
CA,Laguna Beach Municipal Transit (CLB),9119,A,MB,PT,15,"18,253","1,669",0,"2,681","22,603",0,62.0 ,6.0 ,0.0 ,6.0 ,74.0 ,0.0 
,,,Total,,,15,"23,689","6,115",0,"3,218","33,022",0,64.7 ,9.1 ,0.0 ,6.3 ,80.1 ,0.0 
CA,Long Beach Transit (LBT),9023,B,MB,FT,179,"961,689","193,945","50,949","130,789","1,337,372",0,490.0 ,103.0 ,28.0 ,71.0 ,692.0 ,0.0 
CA,Long Beach Transit (LBT),9023,B,MB,PT,179,"6,940",0,0,"4,564","11,504",0,6.0 ,0.0 ,0.0 ,4.0 ,10.0 ,0.0 
,,,Total,,,179,"968,629","193,945","50,949","135,353","1,348,876",0,496.0 ,103.0 ,28.0 ,75.0 ,702.0 ,0.0 
CA,Los Angeles County Metropolitan Transportation Authority (LACMTA),9154,B,HR,FT,70,"272,856","236,735","287,225","114,889","911,705",0,129.0 ,121.0 ,151.0 ,61.0 ,462.0 ,0.0 
CA,Los Angeles County Metropolitan Transportation Authority (LACMTA),9154,B,HR,PT,70,0,0,0,0,0,0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
CA,Los Angeles County Metropolitan Transportation Authority (LACMTA),9154,B,LR,FT,99,"607,352","413,881","416,228","244,267","1,681,728",0,296.0 ,210.0 ,219.0 ,133.0 ,858.0 ,0.0 
CA,Los Angeles County Metropolitan Transportation Authority (LACMTA),9154,B,LR,PT,99,"10,150",0,0,0,"10,150",0,6.0 ,0.0 ,0.0 ,0.0 ,6.0 ,0.0 
CA,Los Angeles County Metropolitan Transportation Authority (LACMTA),9154,B,MB,FT,2089,"9,868,415","3,038,250","585,951","1,144,334","14,636,950",0,"4,774.0 ","1,509.0 ",305.0 ,607.0 ,"7,195.0 ",0.0 
CA,Los Angeles County Metropolitan Transportation Authority (LACMTA),9154,B,MB,PT,2089,"767,905",664,"2,633",0,"771,202",0,722.0 ,1.0 ,3.0 ,0.0 ,726.0 ,0.0 
,,,Total,,,"2,258","11,526,678","3,689,530","1,292,037","1,503,490","18,011,735",0,"5,927.0 ","1,841.0 ",678.0 ,801.0 ,"9,247.0 ",0.0 
CA,Montebello Bus Lines (MBL),9041,B,DR,FT,4,"2,345",863,0,306,"3,514",0,1.0 ,0.4 ,0.0 ,0.2 ,1.6 ,0.0 
CA,Montebello Bus Lines (MBL),9041,B,DR,PT,4,"7,035",218,0,133,"7,386",0,4.0 ,0.2 ,0.0 ,0.1 ,4.3 ,0.0 
CA,Montebello Bus Lines (MBL),9041,B,MB,FT,57,"140,931","56,030","1,790","19,876","218,627",0,114.0 ,26.1 ,1.0 ,14.8 ,155.9 ,0.0 
CA,Montebello Bus Lines (MBL),9041,B,MB,PT,57,"133,788","14,196",0,"8,628","156,612",0,70.0 ,9.8 ,0.0 ,3.9 ,83.7 ,0.0 
,,,Total,,,61,"284,099","71,307","1,790","28,943","386,139",0,189.0 ,36.5 ,1.0 ,19.0 ,245.5 ,0.0 
