AgencyID,Mode_Cd,Service_Cd,Kwh_Propulsion,Kwh_Charge_Batteries,Gl_Diesel_Num,Gl_Gas_Num,Gl_Lpg_Num,Gl_Lng_Num,Gl_Meth_Num,Gl_Eth_Num,Gl_Cng_Num,Gl_Bunker_Num,Gl_Kero_Num,Gl_Grain_Num,Other_Fuel_Num,Gl_Biodiesel_Num,Other_Energy_Desc,Total,,
5016,DR,PT,                ,                ,"303,296","5,851",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,309147,,
5016,MB,DO,                ,                ,"2,435,639",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,2435639,,
5017,DR,DO,                ,                ,"227,855","67,555",                ,                ,                ,                ,                ,                ,                ,                ,                ,"9,377",                                                                                                    ,304787,,
5017,MB,DO,                ,                ,"1,289,210",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"53,136",                                                                                                    ,1342346,,
5017,TB,DO,"3,153,023",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,3153023,,
5019,DR,DO,                ,                ,"5,803",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,5803,,
5019,MB,DO,                ,                ,"38,136",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,38136,,
5020,DR,PT,                ,                ,"5,384",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,5384,,
5020,MB,PT,                ,                ,"55,870",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,55870,,
5021,MB,DO,                ,                ,"128,146",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,128146,,
5021,DR,DO,                ,                ,"135,529",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,135529,,
5022,DR,DO,                ,                ,"154,540",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,154540,,
5022,MB,DO,                ,                ,"631,666",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"502,733",                                                                                                    ,1134399,,
5024,DR,DO,                ,                ,"11,975","2,783",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,14758,,
5024,MB,DO,                ,                ,"217,421",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,217421,,
5025,DR,PT,                ,                ,"19,864",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,19864,,
5025,MB,DO,                ,                ,"414,386",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,414386,,
5026,DR,PT,                ,                ,                ,"2,309",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,2309,,
5026,MB,PT,                ,                ,"45,972",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"34,242",                                                                                                    ,80214,,
5027,CR,PT,                ,                ,"114,318",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,114318,,
5027,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"7,265,286",                                                                                                    ,7265286,,
5027,LR,DO,"13,315,479",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,13315479,,
5028,DR,DO,                ,                ,"71,416",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,Used cooking oil from local St. Cloud State University food service.                                ,71416,,
5028,MB,DO,                ,                ,"264,684",                ,                ,                ,                ,                ,                ,                ,                ,                ,"1,820",                ,Used cooking oil from local St. Cloud State University food service.                                ,266504,,
5029,DR,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"59,997",                                                                                                    ,59997,,
5029,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"121,813",                                                                                                    ,121813,,
5030,DR,DO,                ,                ,"21,941",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,21941,,
5030,MB,DO,                ,                ,"90,830",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,90830,,
5031,MB,PT,                ,                ,"44,989",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,44989,,
5031,DR,PT,                ,                ,"139,420",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,139420,,
5031,DR,DO,                ,                ,"385,683",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,385683,,
5031,MB,DO,                ,                ,"2,797,557",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"63,458",                                                                                                    ,2861015,,
5032,DR,PT,                ,                ,"2,181",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,2181,,
5032,DR,DO,                ,                ,"466,648","35,372",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,502020,,
5032,MB,DO,                ,                ,"742,955","1,026",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,743981,,
5033,DR,DO,                ,                ,"3,448",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,3448,,
5033,VP,DO,                ,                ,                ,"23,835",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,23835,,
5033,DR,PT,                ,                ,"399,531","23,200",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,422731,,
5033,MB,DO,                ,                ,"1,118,084","13,320",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,1131404,,
5034,DR,DO,                ,                ,"39,779","22,192",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,61971,,
5034,MB,DO,                ,                ,"64,169",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,64169,,
5035,VP,DO,                ,                ,                ,"6,683",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,6683,,
5035,DR,PT,                ,                ,"76,366","62,071",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,138437,,
5035,MB,DO,                ,                ,                ,                ,"1,048",                ,                ,                ,                ,                ,                ,                ,                ,"376,129",                                                                                                    ,377177,,
5036,DR,DO,                ,                ,"104,253",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,104253,,
5036,DR,PT,                ,                ,"55,388","117,881",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,173269,,
5036,MB,DO,                ,                ,"843,781",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,843781,,
5037,DR,DO,                ,                ,"4,917",                ,                ,                ,                ,                ,"11,246",                ,                ,                ,                ,                ,                                                                                                    ,16163,,
5037,MB,DO,                ,                ,"95,608",                ,                ,                ,                ,                ,"2,297",                ,                ,                ,                ,                ,                                                                                                    ,97905,,
5039,DR,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"35,577",                                                                                                    ,35577,,
5039,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"149,442",                                                                                                    ,149442,,
5040,MB,PT,                ,                ,"13,540",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,13540,,
5040,DR,PT,                ,                ,"14,025","152,341",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,166366,,
5040,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"635,526",                                                                                                    ,635526,,
5041,DR,DO,                ,                ,"16,789",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,16789,,
5041,MB,DO,                ,"4,477","37,291",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,41768,,
5042,DR,DO,                ,                ,                ,"4,417",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,4417,,
5042,MB,DO,                ,                ,"34,385",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,34385,,
5043,DR,DO,                ,                ,"31,182",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,31182,,
5043,MB,DO,                ,                ,"235,309",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"3,460",                                                                                                    ,238769,,
5044,DR,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"40,246",                                                                                                    ,40246,,
5044,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"332,014",                                                                                                    ,332014,,
5045,DR,DO,                ,                ,                ,"49,398",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,49398,,
5045,MB,DO,                ,                ,"204,401","12,350",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,216751,,
5047,DR,DO,                ,                ,"21,553",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,21553,,
5047,MB,DO,                ,                ,"308,787",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,308787,,
5048,DR,DO,                ,                ,"4,184","1,010",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,5194,,
5050,MB,PT,                ,                ,"118,518",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,118518,,
5050,DR,PT,                ,                ,"362,893",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,362893,,
5050,MB,DO,                ,                ,"1,657,705",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,1657705,,
5051,DR,DO,                ,                ,"13,019",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,13019,,
5051,MB,DO,                ,                ,"410,081",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,410081,,
5052,DR,DO,                ,0,0,0,0,0,0,0,0,0,0,0,0,"29,620",                                                                                                    ,29620,,
5052,MB,DO,                ,0,0,0,0,0,0,0,0,0,0,0,0,"419,724",                                                                                                    ,419724,,
5053,DR,DO,                ,                ,"9,920",481,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,10401,,
5053,MB,DO,                ,                ,"57,233","1,703",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,58936,,
5054,DR,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"32,608",                                                                                                    ,32608,,
5054,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"211,625",                                                                                                    ,211625,,
5056,DR,PT,                ,                ,"36,379","44,097",                ,                ,                ,                ,                ,                ,                ,                ,                ,"36,828",                                                                                                    ,117304,,
5056,MB,DO,                ,                ,"267,031",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"270,330",                                                                                                    ,537361,,
5057,DR,DO,                ,                ,"4,342",99,                ,                ,                ,                ,290,                ,                ,                ,                ,                ,                                                                                                    ,4731,,
5057,DR,PT,                ,                ,                ,"8,773",                ,                ,                ,                ,0,                ,                ,                ,                ,                ,                                                                                                    ,8773,,
5057,MB,DO,                ,                ,"328,452","9,087",                ,                ,                ,                ,"288,978",                ,                ,                ,                ,                ,                                                                                                    ,626517,,
5058,DR,PT,                ,                ,"6,843",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,6843,,
5058,DR,DO,                ,                ,"79,015",150,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,79165,,
5058,MB,DO,                ,                ,"395,855",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,395855,,
5059,DR,DO,                ,                ,                ,"3,023",                ,                ,                ,                ,                ,                ,                ,                ,                ,"41,571",                                                                                                    ,44594,,
5059,MB,DO,                ,                ,                ,"2,720",                ,                ,                ,                ,"304,393",                ,                ,                ,                ,"182,938",                                                                                                    ,490051,,
5060,DR,PT,                ,                ,"24,072",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,24072,,
5060,DR,DO,                ,                ,                ,"33,461",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,33461,,
5060,MB,DO,                ,                ,                ,"39,858",                ,                ,                ,                ,                ,                ,                ,                ,                ,"757,301",                                                                                                    ,797159,,
5061,DR,PT,                ,                ,                ,"3,874",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,3874,,
5061,DR,DO,                ,                ,                ,"21,859",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,21859,,
5061,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"206,662",                                                                                                    ,206662,,
5066,MB,DO,                ,                ,"22,120,000",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,22120000,,
5066,HR,DO,"407,997,403",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,407997403,,
5088,DR,DO,                ,                ,"28,805",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,28805,,
5088,MB,DO,                ,                ,"107,161",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,107161,,
5090,DR,PT,                ,                ,"8,005","2,557",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,10562,,
5090,MB,PT,                ,                ,"50,784",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,50784,,
5091,DR,PT,                ,                ,                ,"18,705",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,18705,,
5091,MB,DO,                ,                ,"134,989",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,134989,,
5092,DR,PT,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"25,054",                                                                                                    ,25054,,
5092,MB,PT,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"253,372",                                                                                                    ,253372,,
5095,DR,PT,                ,                ,"12,055","6,149",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,18204,,
5095,MB,PT,                ,                ,"88,403","45,092",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,133495,,
5096,DR,PT,                ,                ,"5,969",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,5969,,
5096,DR,DO,                ,                ,"26,885",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,26885,,
5096,MB,PT,                ,                ,"175,650",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,175650,,
5096,MB,DO,                ,                ,"197,886",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,197886,,
5099,DR,PT,                ,                ,"2,506","65,412",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,67918,,
5099,MB,DO,                ,                ,"100,109",175,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,100284,,
5102,DR,PT,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,0,,
5102,MB,PT,                ,                ,"49,061",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,49061,,
5103,DR,DO,                ,                ,                ,"10,176",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,10176,,
5104,CR,DO,"24,932,500",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,24932500,,
5108,DR,PT,                ,                ,                ,"3,517",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,3517,,
5108,MB,DO,                ,                ,"95,446",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,95446,,
5109,DR,PT,                ,                ,                ,"1,779",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,1779,,
5109,MB,DO,                ,                ,"72,431",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,72431,,
5110,DR,DO,                ,                ,279,"1,994",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,2273,,
5110,DR,PT,                ,                ,                ,                ,"18,796",                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,18796,,
5110,MB,DO,                ,                ,"277,123",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,277123,,
5113,DR,DO,                ,                ,"12,385",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,12385,,
5113,DR,PT,                ,                ,"532,439",0,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,532439,,
5113,MB,PT,                ,                ,"617,419",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,617419,,
5113,VP,DO,                ,                ,                ,"827,730",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,827730,,
5113,MB,DO,                ,                ,"5,281,272",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,5281272,,
5117,DR,PT,                ,0,"21,457",                ,0,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,21457,,
5117,DR,DO,                ,0,"226,277",                ,0,                ,                ,                ,                ,0,                ,                ,                ,                ,                                                                                                    ,226277,,
5117,MB,DO,                ,0,"188,150",                ,0,                ,                ,                ,"98,283",                ,                ,                ,                ,0,                                                                                                    ,286433,,
