AgencyID,Mode_Cd,Service_Cd,Kwh_Propulsion,Kwh_Charge_Batteries,Gl_Diesel_Num,Gl_Gas_Num,Gl_Lpg_Num,Gl_Lng_Num,Gl_Meth_Num,Gl_Eth_Num,Gl_Cng_Num,Gl_Bunker_Num,Gl_Kero_Num,Gl_Grain_Num,Other_Fuel_Num,Gl_Biodiesel_Num,Other_Energy_Desc,Total
3023,DR,DO,             ,             ,"59,608 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"59,608 "
3023,MB,DO,             ,             ,"247,252 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"247,252 "
3024,DR,DO,             ,             ,"95,228 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"95,228 "
3024,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
3024,MB,DO,             ,             ,"440,029 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"440,029 "
3025,DR,PT,             ,             ,"7,762 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"7,762 "
3025,MB,DO,             ,             ,"261,028 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"261,028 "
3025,MB,PT,             ,             ,"17,581 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"17,581 "
3026,DR,PT,             ,0 ,0 ,"1,856 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"1,856 "
3026,MB,DO,             ,0 ,"213,951 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"213,951 "
3027,DR,DO,             ,             ,"131,312 ","2,534 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,"23,568 ",                                                                                                    ,"157,414 "
3027,DR,PT,             ,             ,"12,203 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"12,203 "
3027,MB,DO,             ,             ,"204,757 ","80,139 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,"10,403 ",                                                                                                    ,"295,299 "
3027,MB,PT,             ,             ,"26,269 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"26,269 "
3027,VP,PT,             ,             ,             ,"2,467 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"2,467 "
3030,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
3030,HR,DO,"499,362,474 ",             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"499,362,474 "
3030,MB,DO,             ,             ,"11,112,832 ",          ,          ,          ,           ,          ,"4,424,442 ",             ,           ,            ,              ,                ,                                                                                                    ,"15,537,274 "
3030,MB,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
3034,CR,PT,"2,724,611 ",             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"2,724,611 "
3034,DR,DO,             ,             ,"316,893 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"316,893 "
3034,DR,PT,             ,             ,"1,981,642 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"1,981,642 "
3034,HR,DO,"54,179,469 ",             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"54,179,469 "
3034,LR,DO,"29,601,998 ",             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"29,601,998 "
3034,MB,DO,             ,             ,"8,391,661 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"8,391,661 "
3034,MB,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
3035,DR,DO,             ,             ,111 ,"7,837 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"7,948 "
3035,MB,DO,             ,             ,"125,270 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"125,270 "
3036,MB,DO,             ,             ,"17,908 ","9,611 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,"193,493 ",                                                                                                    ,"221,012 "
3040,MB,DO,             ,             ,"109,267 ","8,948 ",          ,          ,           ,          ,"7,649 ",             ,           ,            ,              ,                ,                                                                                                    ,"125,864 "
3041,DR,DO,0 ,0 ,0 ,"26,016 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"26,016 "
3041,MB,DO,0 ,0 ,"31,241 ","2,447 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"33,688 "
3042,DR,DO,             ,             ,"11,314 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"11,314 "
3042,MB,DO,             ,             ,"85,138 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"85,138 "
3044,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
3044,MB,PT,             ,             ,"212,902 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"212,902 "
3045,DR,DO,             ,             ,             ,"222,376 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"222,376 "
3048,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
3048,MB,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
3051,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
3051,MB,DO,             ,             ,"2,032,121 ","16,418 ",          ,          ,           ,          ,"1,148,567 ",             ,           ,            ,              ,                ,                                                                                                    ,"3,197,106 "
3051,MB,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
3054,DR,PT,             ,             ,"15,894 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"15,894 "
3054,MB,DO,             ,             ,"3,183 ",          ,          ,          ,           ,          ,"521,044 ",             ,           ,            ,              ,                ,                                                                                                    ,"524,227 "
3054,VP,DO,             ,             ,             ,"7,809 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"7,809 "
3055,DR,DO,             ,             ,"62,375 ","6,724 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"69,099 "
3055,MB,DO,             ,             ,"28,263 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"28,263 "
3057,CR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
3058,MB,DO,             ,             ,"123,656 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"123,656 "
3061,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
3061,MB,PT,             ,             ,"159,043 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"159,043 "
3068,MB,PT,             ,             ,"2,014,885 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"2,014,885 "
3069,DR,DO,             ,             ,"12,294 ","2,067 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"14,361 "
3069,MB,DO,             ,             ,"39,684 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"39,684 "
3070,MB,PT,             ,0 ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
3071,MB,DO,             ,             ,"457,468 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"457,468 "
3071,MB,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
3072,DR,DO,             ,             ,"49,637 ","9,602 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"59,239 "
3072,MB,DO,             ,             ,"162,760 ",0 ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"162,760 "
3073,CR,PT,             ,             ,"1,713,993 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"1,713,993 "
3074,DR,DO,             ,             ,"30,810 ","6,151 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"36,961 "
3074,MB,DO,             ,             ,"73,355 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"73,355 "
3075,DR,DO,             ,             ,"894,594 ","83,561 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"978,155 "
3075,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
3075,MB,DO,             ,             ,"1,523,283 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"1,523,283 "
3075,MB,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
3076,DR,DO,             ,             ,"8,049 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"8,049 "
3076,MB,DO,             ,             ,"132,664 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"132,664 "
3076,MB,PT,             ,             ,             ,          ,          ,          ,           ,          ,"125,659 ",             ,           ,            ,              ,                ,                                                                                                    ,"125,659 "
3078,VP,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
3079,MB,DO,             ,             ,"111,292 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"111,292 "
3081,MB,PT,             ,             ,"357,047 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"357,047 "
3083,DR,PT,             ,             ,             ,"62,639 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"62,639 "
3083,FB,PT,             ,             ,"25,844 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"25,844 "
3083,MB,DO,             ,"169,840 ","2,936,123 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"3,105,963 "
3083,VP,DO,             ,             ,             ,"74,457 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"74,457 "
3085,DR,DO,             ,             ,"73,363 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"73,363 "
3085,MB,PT,             ,             ,"486,736 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"486,736 "
3087,DR,DO,             ,             ,"35,246 ","1,625 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"36,871 "
3087,DR,PT,             ,             ,"52,931 ","36,081 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"89,012 "
3087,MB,DO,             ,             ,"16,780 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"16,780 "
3087,MB,PT,             ,             ,"68,001 ","3,250 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"71,251 "
3088,DR,PT,             ,             ,"7,100 ","48,562 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"55,662 "
3088,MB,PT,             ,             ,"38,685 ","101,358 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"140,043 "
3089,DR,DO,             ,             ,"5,670 ","10,396 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"16,066 "
3089,MB,DO,             ,             ,"151,514 ","8,972 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"160,486 "
3091,DR,DO,             ,             ,"7,260 ","1,179 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,"1,063 ",                                                                                                    ,"9,502 "
3091,MB,DO,             ,             ,"178,616 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,"2,672 ",                                                                                                    ,"181,288 "
3092,DR,PT,             ,             ,0 ,0 ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
3092,MB,PT,             ,             ,0 ,0 ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
3094,DR,DO,             ,             ,             ,"1,675 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,"10,982 ",                                                                                                    ,"12,657 "
3094,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
3094,MB,DO,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,"130,668 ",                                                                                                    ,"130,668 "
3095,DR,DO,             ,0 ,0 ,"47,098 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"47,098 "
3095,MB,DO,             ,0 ,"78,575 ",42 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"78,617 "
3096,DR,DO,             ,             ,"60,030 ","13,364 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,0 ,                                                                                                    ,"73,394 "
3096,MB,DO,             ,             ,"179,870 ",0 ,          ,          ,           ,          ,          ,             ,           ,            ,              ,"30,691 ",                                                                                                    ,"210,561 "
3101,DR,PT,             ,             ,"1,332 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"1,332 "
3101,MB,PT,             ,             ,"26,506 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"26,506 "
3102,MB,DO,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
3103,MB,DO,             ,             ,"95,663 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"95,663 "
4001,DR,DO,             ,             ,"48,704 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"48,704 "
4001,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
4001,IP,DO,"106,800 ",             ,0 ,          ,0 ,0 ,           ,          ,          ,             ,           ,            ,0 ,                ,                                                                                                    ,"106,800 "
4001,MB,DO,             ,"304,459 ","477,531 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"781,990 "
4002,DR,DO,             ,             ,"18,115 ","48,662 ","2,500 ",          ,           ,          ,          ,             ,           ,            ,              ,"4,529 ",                                                                                                    ,"73,806 "
4002,MB,DO,             ,             ,"458,065 ","2,231 ","162,866 ",          ,           ,          ,          ,             ,           ,            ,              ,"114,518 ",                                                                                                    ,"737,680 "
4003,DR,DO,             ,             ,"447,331 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"447,331 "
4003,LR,DO,"1,742,400 ",             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"1,742,400 "
4003,MB,DO,             ,             ,"1,969,556 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"1,969,556 "
4004,DR,DO,             ,             ,"296,252 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"296,252 "
4004,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
4004,MB,DO,             ,             ,"1,383,912 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"1,383,912 "
4005,DR,PT,             ,             ,             ,"25,541 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"25,541 "
4005,MB,DO,             ,             ,"234,196 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"234,196 "
4006,DR,DO,             ,             ,             ,"66,208 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"66,208 "
4006,MB,DO,             ,0 ,"297,170 ","23,767 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"320,937 "
4007,MB,DO,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,"768,215 ",                                                                                                    ,"768,215 "
4008,DR,DO,             ,             ,"312,104 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"312,104 "
4008,LR,DO,"4,533,840 ",             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"4,533,840 "
4008,MB,DO,             ,             ,"3,493,838 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"3,493,838 "
4008,VP,DO,             ,             ,             ,"144,297 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"144,297 "
4009,DR,DO,             ,0 ,0 ,"55,360 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"55,360 "
4009,MB,DO,             ,0 ,"156,789 ","28,046 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"184,835 "
4011,DR,DO,             ,             ,             ,"9,855 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"9,855 "
4011,DR,PT,             ,             ,             ,"11,586 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"11,586 "
4011,MB,DO,             ,             ,"84,205 ","2,642 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"86,847 "
4012,DR,DO,             ,             ,"94,271 ","8,236 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"102,507 "
4012,MB,DO,             ,             ,"394,962 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"394,962 "
4014,DR,DO,             ,             ,"49,010 ","1,536 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"50,546 "
4014,MB,DO,             ,"2,136 ","94,216 ",          ,"3,857 ",          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"100,209 "
4014,VP,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
4015,DR,DO,             ,             ,"66,500 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"66,500 "
4015,MB,DO,             ,             ,"298,000 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"298,000 "
4017,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
4017,MB,DO,             ,             ,"592,888 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"592,888 "
4018,DR,DO,             ,             ,"20,816 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"20,816 "
4018,DR,PT,             ,             ,"484,977 ","10,092 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"495,069 "
4018,MB,DO,             ,             ,"2,060,833 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"2,060,833 "
4018,MB,PT,             ,             ,"30,956 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"30,956 "
4019,DR,DO,0 ,0 ,"114,246 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"114,246 "
4019,MB,DO,0 ,0 ,"848,525 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"848,525 "
4021,DR,DO,             ,             ,"22,434 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"22,434 "
4021,MB,DO,             ,             ,"127,128 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"127,128 "
4022,DR,DO,             ,             ,"697,893 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"697,893 "
4022,HR,DO,"97,411,549 ",             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"97,411,549 "
4022,MB,DO,             ,             ,"2,461,970 ",          ,          ,          ,           ,          ,"6,928,006 ",             ,           ,            ,              ,                ,                                                                                                    ,"9,389,976 "
4023,DR,DO,             ,             ,"18,118 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"18,118 "
4023,MB,DO,             ,             ,"128,086 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"128,086 "
4024,DR,DO,             ,0 ,"22,702 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"22,702 "
4024,MB,DO,             ,0 ,"260,255 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"260,255 "
4025,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
4025,FB,DO,             ,             ,"38,572 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"38,572 "
4025,MB,DO,             ,             ,"596,341 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"596,341 "
4026,DR,DO,             ,             ,"39,267 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"39,267 "
4026,MB,DO,             ,             ,"282,887 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"282,887 "
4027,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
