AgencyID,Mode_Cd,Service_Cd,Kwh_Propulsion,Kwh_Charge_Batteries,Gl_Diesel_Num,Gl_Gas_Num,Gl_Lpg_Num,Gl_Lng_Num,Gl_Meth_Num,Gl_Eth_Num,Gl_Cng_Num,Gl_Bunker_Num,Gl_Kero_Num,Gl_Grain_Num,Other_Fuel_Num,Gl_Biodiesel_Num,Other_Energy_Desc
5061,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"210,770",                                                                                                    
5066,HR,DO,"407,659,190",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5066,MB,DO,                ,                ,"19,225,000",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5088,DR,DO,                ,                ,"30,330",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5088,MB,DO,                ,                ,"112,939",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5090,DR,PT,                ,                ,"11,732","2,969",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5090,MB,PT,                ,                ,"50,370",13,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5091,DR,PT,                ,                ,                ,"18,600",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5091,MB,DO,                ,                ,"130,758",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5092,DR,PT,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"23,390",                                                                                                    
5092,MB,PT,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"256,213",                                                                                                    
5095,DR,PT,                ,                ,"2,191","9,161",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5095,MB,PT,                ,                ,"16,069",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5096,DR,DO,                ,                ,"27,594",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5096,DR,PT,                ,                ,"6,072",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5096,MB,DO,                ,                ,"198,910",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5096,MB,PT,                ,                ,"174,355",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5099,DR,PT,                ,                ,962,"25,117",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5099,MB,DO,                ,                ,"117,258",0,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5103,DR,DO,                ,                ,                ,"11,127",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5104,CR,DO,"24,717,250",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5108,DR,PT,                ,                ,                ,"3,759",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5108,MB,DO,                ,                ,"96,244",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5109,DR,PT,                ,                ,                ,"1,771",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5109,MB,DO,                ,                ,"71,661",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5110,DR,DO,                ,                ,871,"17,442",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5110,MB,DO,                ,                ,"276,612",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5113,DR,DO,                ,                ,"12,223",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5113,DR,PT,                ,                ,"453,022","8,884",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5113,MB,DO,                ,0,"5,081,345",0,0,0,0,0,0,0,0,0,0,0,                                                                                                    
5113,MB,PT,                ,0,"518,508",0,0,0,0,0,0,0,0,0,0,0,                                                                                                    
5113,VP,DO,                ,                ,                ,"803,390",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5117,DR,DO,                ,                ,"189,984",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5117,DR,PT,                ,                ,"18,464",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5117,MB,DO,                ,                ,"171,162",                ,                ,                ,                ,                ,"1,562",                ,                ,                ,                ,                ,                                                                                                    
5118,CR,DO,"108,745,166",                ,"25,326,453",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5119,DR,PT,                ,                ,"87,764",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5119,MB,DO,                ,                ,"3,327,650",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5131,DR,DO,                ,0,0,"41,955",0,0,0,0,0,0,0,0,0,0,                                                                                                    
5132,DR,DO,                ,                ,                ,"79,220",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5132,MB,DO,                ,                ,                ,"17,404",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5138,DR,PT,                ,                ,"24,083",989,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5141,AG,DO,"4,642,560",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5143,MB,PT,                ,                ,"17,622",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5145,DR,DO,                ,                ,"24,350",492,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5145,MB,DO,                ,                ,"4,681",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5146,DR,PT,                ,                ,"107,531",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5146,MB,PT,                ,                ,"743,305",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5146,VP,PT,                ,                ,                ,"148,744",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5148,DR,DO,                ,                ,"10,936",                ,                ,                ,                ,                ,"207,024",                ,                ,                ,                ,                ,                                                                                                    
5148,DR,PT,                ,                ,"2,242","109,881",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5148,MB,DO,                ,                ,"5,633",                ,                ,                ,                ,                ,"91,283",                ,                ,                ,                ,                ,                                                                                                    
5149,DR,PT,                ,                ,                ,"56,020",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5149,MB,PT,                ,                ,"83,801",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5154,DR,PT,                ,                ,                ,"206,295",                ,                ,                ,                ,                ,                ,                ,                ,                ,"104,683",                                                                                                    
5154,MB,PT,                ,                ,                ,"73,231",                ,                ,                ,                ,                ,                ,                ,                ,                ,"2,014,282",                                                                                                    
5154,VP,PT,                ,                ,                ,"69,783",                ,                ,                ,                ,                ,                ,                ,                ,                ,0,                                                                                                    
5155,DR,PT,                ,                ,                ,"643,086",                ,                ,                ,                ,                ,                ,                ,                ,                ,"761,786",                                                                                                    
5157,DR,DO,                ,                ,"28,094","12,157",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5158,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"277,584",                                                                                                    
5159,DR,PT,                ,                ,"2,885","5,807",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5159,MB,PT,                ,                ,"187,750",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5160,DR,PT,                ,                ,"25,044","80,204",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5160,MB,PT,                ,                ,"83,033",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5161,DR,PT,                ,                ,                ,"76,289",                ,                ,                ,                ,44,                ,                ,                ,                ,                ,                                                                                                    
5161,MB,DO,                ,                ,"62,907",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5163,DR,PT,                ,0,"48,601","53,887",0,0,0,0,0,0,0,0,0,0,                                                                                                    
5164,DR,PT,                ,                ,"6,827","43,655",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5165,DR,PT,                ,                ,"91,942",91,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5166,DR,DO,                ,                ,"38,845","19,360",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5166,DR,PT,                ,                ,"3,751","78,773",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5166,MB,DO,                ,                ,"29,849","10,681",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5167,DR,DO,                ,0,"7,522","23,294",0,0,0,0,0,0,0,0,0,0,                                                                                                    
5169,DR,PT,                ,                ,"10,132","37,979",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5171,DR,DO,                ,0,"5,363","12,266",0,0,0,0,0,0,0,0,0,0,                                                                                                    
5171,MB,DO,                ,0,"29,749",0,0,0,0,0,0,0,0,0,0,0,                                                                                                    
5171,MB,PT,                ,0,"1,459",0,0,0,0,0,0,0,0,0,0,0,                                                                                                    
5174,DR,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,323,                                                                                                    
5174,DR,PT,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"3,600",                                                                                                    
5174,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"90,385",                                                                                                    
5175,DR,PT,                ,                ,"16,900","50,995",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5176,DR,PT,                ,                ,"36,732","67,643",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5179,DR,DO,                ,                ,                ,"30,195",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5180,DR,DO,                ,                ,"64,276","3,180",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5181,DR,DO,                ,                ,"24,257","8,681",841,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5182,DR,PT,                ,                ,"721,746","1,761,621",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5183,MB,PT,                ,                ,"30,110","32,783",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5184,DR,DO,                ,                ,"11,029",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"1,074",                                                                                                    
5184,DR,PT,                ,                ,"25,442",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"4,293",                                                                                                    
5184,MB,DO,                ,                ,"12,142",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"1,182",                                                                                                    
5184,MB,PT,                ,                ,"27,232",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"4,595",                                                                                                    
5186,DR,PT,                ,                ,                ,"4,399",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5189,VP,PT,                ,                ,                ,"384,819",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5190,FB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
5192,MB,PT,                ,                ,"67,034",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6001,DR,DO,                ,                ,"38,445",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6001,MB,DO,                ,                ,"118,475",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6006,DR,DO,                ,                ,                ,"116,696",                ,                ,                ,                ,"163,599",                ,                ,                ,                ,                ,                                                                                                    
6006,MB,DO,                ,                ,                ,                ,                ,"375,462",                ,                ,"4,242,788",                ,                ,                ,                ,                ,                                                                                                    
6007,DR,DO,                ,                ,                ,                ,                ,                ,                ,                ,"591,128",                ,                ,                ,                ,                ,                                                                                                    
6007,DR,PT,                ,                ,                ,"37,507",                ,                ,                ,                ,"84,574",                ,                ,                ,                ,                ,                                                                                                    
6007,MB,DO,                ,                ,"43,342",                ,                ,                ,                ,                ,"2,005,202",                ,                ,                ,                ,                ,                                                                                                    
6007,MB,PT,                ,                ,                ,"6,528",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6008,DR,PT,                ,                ,"881,787","543,320",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6008,LR,DO,"6,913,813",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6008,MB,DO,                ,                ,"9,951,677",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6008,MB,PT,                ,                ,"2,504,781",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6008,VP,PT,                ,                ,                ,"669,898",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6009,DR,DO,                ,                ,"38,870",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6009,MB,DO,                ,                ,"140,972",                ,                ,                ,                ,                ,"520,468",                ,                ,                ,                ,                ,                                                                                                    
6010,DR,DO,                ,                ,"56,481","61,189",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6010,MB,DO,                ,                ,"416,527",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6011,DR,DO,                ,                ,                ,"1,003,329",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6011,DR,PT,                ,                ,                ,"286,135",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6011,MB,DO,                ,                ,"6,232,459",                ,"237,167",                ,                ,                ,"18,935",                ,                ,                ,                ,                ,                                                                                                    
6011,VP,PT,                ,                ,                ,"93,255",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6012,DR,DO,                ,0,"35,608",101,0,0,0,0,0,0,0,0,0,0,                                                                                                    
6012,MB,DO,                ,0,"179,720",0,0,0,0,0,0,0,0,0,0,0,                                                                                                    
6013,DR,DO,                ,0,"15,227","4,370","2,495",0,0,0,0,0,0,0,0,0,                                                                                                    
6013,MB,DO,                ,0,0,0,"86,229",0,0,0,0,0,0,0,0,0,                                                                                                    
6014,DR,DO,                ,                ,"27,653","14,342",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6014,MB,DO,                ,                ,"206,611","1,247",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6015,DR,DO,                ,                ,                ,"30,138",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,Propane used for demonstration e-buses.                                                             
6015,MB,DO,                ,                ,"79,142",                ,                ,                ,                ,                ,                ,                ,                ,                ,"2,211",                ,Propane used for demonstration e-buses.                                                             
6016,DR,DO,                ,                ,"33,292",                ,"1,279",                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6016,MB,DO,                ,                ,"2,017",                ,                ,                ,                ,                ,"231,661",                ,                ,                ,                ,                ,                                                                                                    
6017,DR,DO,                ,                ,"74,949",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6017,MB,DO,                ,                ,"612,319",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6017,MB,PT,                ,                ,                ,                ,                ,                ,                ,                ,"35,075",                ,                ,                ,                ,                ,                                                                                                    
6018,DR,PT,                ,                ,"95,833","19,090",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6018,MB,DO,                ,                ,"495,437",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6018,MB,PT,                ,                ,"74,031",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6019,DR,DO,                ,                ,"247,434",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6019,MB,DO,                ,                ,"1,265,350",                ,                ,                ,                ,                ,"295,361",                ,                ,                ,                ,                ,                                                                                                    
6020,FB,DO,                ,                ,"378,633",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6022,DR,PT,                ,                ,"59,030","25,401",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6022,MB,DO,                ,                ,"431,028",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6024,DR,PT,                ,                ,                ,"43,947",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6024,MB,DO,                ,                ,"597,688",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
6025,DR,DO,                ,                ,"12,074",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
